   3.6210026e+00   3.2718425e+00
  -6.4252468e+00   5.7660000e+00
   4.6565013e+00   1.5343882e+00
   1.8722762e+00   2.3094891e+00
   5.7887389e+00   3.8936774e+00
   6.8688184e+00   5.5117169e+00
   1.2818542e+01   5.0607530e+00
   8.3609507e+00   1.5401697e+00
   8.0499440e+00   8.5691736e+00
   4.7056560e+00   4.1735044e+00
   1.2808094e+01   2.5512957e+00
   7.4647974e+00   6.9499703e+00
   9.7255229e+00   3.8196186e+00
  -2.1188831e-02  -2.3935312e-02
   5.3051571e+00   6.0941322e+00
   1.0829135e+01   6.2322196e+00
   1.3132430e+01   4.8690027e+00
   4.5571425e+00   5.9728552e+00
   1.1905049e+01   2.3209457e+00
   1.2966127e+01   1.3465897e+00
   1.2782105e+01   2.1350225e+00
   5.2961968e+00   6.3490312e+00
   3.4838161e+00   3.5088227e+00
   6.4728940e+00   4.8079916e+00
   1.1412956e+01   4.7811112e+00
   1.2418193e+01   1.4784427e+00
   1.3215954e+01   4.9462864e+00
   3.4849835e+00   5.6946502e+00
   7.3072993e+00   6.3048806e+00
   1.4180852e+01   3.6503460e+00
   1.2942285e+01   3.2058061e+00
   4.9556574e+00   5.7316168e+00
  -4.0253337e+00   1.8331315e+00
   6.3121683e+00   7.8924698e+00
   1.5635801e+01   1.9519727e+00
   1.2163959e+01   3.1351291e+00
   2.2208288e+00   3.3539618e+00
   1.2964421e+00   5.1837140e-02
   7.2761771e+00   7.0200554e+00
   1.3561125e+01   3.8655434e+00
  -1.2322363e+00   1.1562304e+00
   1.4624129e+01   1.4045597e+00
   1.0982607e+00   2.8904410e+00
   7.5919825e+00   6.4719107e+00
   1.3547567e+01   7.1272635e-01
   1.5460298e+01   3.0286952e-01
   4.5620872e+00   5.9777118e+00
   4.3760026e+00  -1.7895196e+00
   5.1539159e+00   2.6866125e+00
   7.3676401e+00   7.0889557e+00
   4.7627154e+00   5.0809282e+00
  -8.1664012e-01   5.4553610e-01
   1.5266751e+01   2.3290026e+00
   1.3768313e+01   4.0900294e+00
   1.3090046e+01   2.4246099e+00
   1.0619147e+01   4.2415386e+00
   1.2677627e+01   3.8676427e+00
   6.8273549e+00   6.1589198e+00
